,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1103,Bachelors,2017,Pune,2,24,Male,No,2,False
1104,Masters,2017,New Delhi,3,25,Female,No,3,True
1105,Bachelors,2018,Bangalore,3,25,Female,Yes,3,True
1106,Bachelors,2016,Bangalore,3,28,Male,Yes,4,False
1107,Masters,2017,New Delhi,3,28,Male,No,2,False
1108,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1109,Bachelors,2016,Bangalore,3,26,Male,Yes,4,False
1110,Bachelors,2014,Pune,3,24,Female,No,2,True
1111,Bachelors,2013,Pune,3,26,Male,No,4,False
1112,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1113,Bachelors,2018,Bangalore,3,24,Male,No,2,True
1114,Bachelors,2017,Bangalore,1,26,Female,No,4,False
1115,Bachelors,2015,Bangalore,3,28,Female,No,3,False
1116,Bachelors,2013,Bangalore,3,28,Male,No,3,True
1117,Bachelors,2012,Bangalore,3,27,Male,Yes,5,False
1118,Bachelors,2013,Bangalore,3,26,Female,No,4,False
1119,Masters,2013,New Delhi,2,27,Female,No,5,True
1120,Bachelors,2016,New Delhi,3,24,Female,No,2,False
1121,Bachelors,2015,Pune,2,28,Female,No,2,True
1122,Bachelors,2015,New Delhi,2,25,Female,No,3,True
1123,Bachelors,2014,Pune,3,24,Male,No,2,False
1124,Bachelors,2017,New Delhi,3,27,Female,No,5,False
1125,Bachelors,2012,New Delhi,3,26,Male,No,4,False
1126,Bachelors,2013,Bangalore,3,28,Male,No,0,False
1127,Bachelors,2012,Pune,3,28,Male,No,5,False
1128,Bachelors,2015,Pune,2,26,Female,No,4,True
1129,Bachelors,2016,Bangalore,1,26,Male,No,4,False
1130,Masters,2017,New Delhi,2,28,Female,Yes,2,True
1131,Masters,2017,New Delhi,2,25,Male,No,3,True
1132,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1133,Bachelors,2013,Bangalore,3,28,Male,No,0,False
1134,Bachelors,2014,Pune,3,27,Male,No,5,True
1135,Bachelors,2016,Pune,2,26,Female,No,4,True
1136,Bachelors,2018,Bangalore,3,27,Female,Yes,5,True
1137,Bachelors,2012,Pune,3,28,Male,No,4,False
1138,Bachelors,2013,Pune,2,26,Female,No,4,True
1139,Bachelors,2014,Bangalore,3,28,Female,No,3,False
1140,Masters,2017,New Delhi,2,28,Female,No,2,False
1141,Bachelors,2012,New Delhi,1,27,Female,No,5,False
1142,Bachelors,2017,New Delhi,2,27,Male,No,5,False
1143,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1144,Bachelors,2013,Pune,3,27,Male,No,5,False
1145,Bachelors,2015,Bangalore,3,27,Female,No,5,False
1146,Bachelors,2017,Bangalore,3,27,Male,No,5,False
1147,Masters,2012,New Delhi,3,24,Male,No,2,False
1148,Bachelors,2013,New Delhi,2,25,Female,No,3,True
1149,Bachelors,2017,Bangalore,3,25,Male,No,3,False
1150,Bachelors,2018,Bangalore,3,25,Male,No,3,True
1151,Masters,2013,Pune,3,25,Male,Yes,3,True
1152,Bachelors,2013,Pune,3,24,Female,No,2,False
1153,Bachelors,2015,Pune,3,24,Female,No,2,True
1154,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1155,Masters,2012,New Delhi,3,26,Female,No,4,True
1156,Bachelors,2015,Pune,3,25,Male,No,3,False
1157,Bachelors,2017,New Delhi,2,26,Female,No,4,False
1158,Bachelors,2013,Bangalore,3,28,Male,No,3,False
1159,Bachelors,2016,Pune,2,28,Female,No,0,True
1160,Bachelors,2012,New Delhi,3,24,Male,No,2,False
1161,Bachelors,2015,New Delhi,3,28,Male,No,1,False
1162,Bachelors,2017,Bangalore,1,24,Male,No,2,False
1163,Masters,2017,Pune,2,28,Female,No,4,False
1164,Bachelors,2017,Pune,3,24,Male,No,2,False
1165,Bachelors,2016,Bangalore,3,27,Female,No,5,False
1166,Bachelors,2015,Pune,3,28,Male,No,2,False
1167,Bachelors,2016,Bangalore,3,28,Female,No,5,False
1168,Bachelors,2018,Bangalore,3,25,Male,No,3,True
1169,Bachelors,2015,Bangalore,3,28,Female,No,5,False
1170,Bachelors,2014,Bangalore,3,27,Male,No,5,True
1171,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1172,Bachelors,2015,Bangalore,1,24,Male,No,2,False
1173,Bachelors,2012,Bangalore,3,27,Female,No,5,False
1174,Bachelors,2012,Bangalore,3,25,Male,No,3,True
1175,Bachelors,2015,Pune,3,28,Female,No,4,True
1176,Masters,2017,Bangalore,2,24,Female,Yes,2,True
1177,Bachelors,2014,Bangalore,3,28,Male,No,2,False
1178,Masters,2017,Pune,2,24,Female,No,2,True
1179,Bachelors,2014,New Delhi,3,26,Female,No,4,True
1180,Bachelors,2015,Pune,2,28,Female,No,3,True
1181,Masters,2013,Pune,2,28,Male,No,5,True
1182,Bachelors,2013,New Delhi,1,28,Female,No,5,True
1183,Bachelors,2015,Pune,2,26,Female,Yes,4,True
1184,Masters,2015,New Delhi,3,28,Male,No,2,False
1185,Bachelors,2013,Bangalore,3,27,Male,No,5,False
1186,Bachelors,2018,Bangalore,3,28,Male,No,2,True
1187,Bachelors,2012,Pune,3,28,Male,No,2,False
1188,Bachelors,2014,Pune,3,27,Female,No,5,True
1189,Masters,2018,New Delhi,3,24,Male,No,2,True
1190,Bachelors,2018,Bangalore,3,25,Male,Yes,3,True
1191,Bachelors,2017,New Delhi,2,25,Male,No,3,False
1192,Bachelors,2014,Pune,3,24,Female,No,2,True
1193,Bachelors,2012,New Delhi,3,26,Female,No,4,False
1194,Bachelors,2014,Pune,3,26,Male,No,4,False
1195,Bachelors,2014,Bangalore,3,28,Male,No,4,False
1196,Bachelors,2018,Bangalore,3,26,Male,Yes,4,True
1197,Bachelors,2013,Pune,2,26,Male,No,4,False
1198,Bachelors,2013,Pune,2,25,Female,No,3,True
1199,Bachelors,2018,Pune,3,25,Male,Yes,3,True
1200,Bachelors,2013,Bangalore,3,25,Female,No,3,False
1201,Bachelors,2014,Bangalore,3,28,Male,No,4,False
1202,Masters,2017,New Delhi,3,24,Female,No,2,False
1203,Masters,2017,Pune,2,27,Female,No,5,False
1204,Bachelors,2012,Bangalore,3,24,Male,No,2,False
1205,Bachelors,2017,Pune,3,27,Female,No,5,True
1206,Masters,2017,New Delhi,2,28,Male,No,4,False
1207,Bachelors,2017,New Delhi,2,25,Male,No,3,False
1208,Bachelors,2017,Pune,3,25,Male,Yes,3,True
1209,Masters,2017,Pune,2,24,Female,No,2,True
1210,Bachelors,2013,Pune,3,27,Male,Yes,5,True
1211,Bachelors,2016,Bangalore,3,26,Female,No,4,True
1212,Bachelors,2015,Pune,2,27,Female,No,5,True
1213,Bachelors,2014,Bangalore,3,27,Male,No,5,True
1214,Bachelors,2012,Bangalore,3,26,Male,No,4,False
1215,Bachelors,2016,Pune,2,27,Female,No,5,True
1216,Masters,2017,Bangalore,2,28,Male,No,2,False
1217,Masters,2017,New Delhi,3,24,Female,No,2,True
1218,Bachelors,2017,Pune,3,24,Male,No,2,False
1219,Bachelors,2018,Bangalore,3,24,Male,No,2,True
1220,Masters,2017,New Delhi,2,28,Male,No,3,False
1221,Bachelors,2015,Bangalore,3,26,Female,Yes,4,False
1222,Bachelors,2018,Pune,3,26,Female,No,4,True
1223,Bachelors,2013,Bangalore,3,25,Male,Yes,3,False
1224,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1225,Masters,2018,Pune,3,28,Male,No,2,True
1226,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1227,Bachelors,2017,Bangalore,3,27,Male,No,5,False
1228,Bachelors,2012,Bangalore,3,27,Female,No,5,False
1229,PHD,2016,New Delhi,3,27,Male,No,5,False
1230,Bachelors,2017,New Delhi,2,25,Male,No,3,False
1231,Bachelors,2015,New Delhi,3,28,Female,No,2,False
1232,Bachelors,2013,Pune,2,26,Female,No,4,True
1233,Bachelors,2017,Bangalore,3,27,Female,No,5,False
1234,Bachelors,2015,Pune,2,24,Female,No,2,True
1235,Bachelors,2017,Bangalore,3,27,Female,No,5,False
1236,Bachelors,2016,Bangalore,3,25,Male,No,3,True
1237,Bachelors,2018,Bangalore,3,26,Male,No,4,True
1238,Bachelors,2015,Bangalore,3,27,Male,No,5,False
1239,Bachelors,2014,Pune,3,24,Male,No,2,False
1240,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1241,Bachelors,2013,Pune,3,27,Male,No,5,False
1242,Bachelors,2015,Bangalore,1,25,Male,No,3,False
1243,Masters,2017,New Delhi,2,25,Female,No,3,False
1244,PHD,2015,Pune,3,28,Male,No,0,False
1245,Bachelors,2015,Bangalore,3,28,Male,No,3,False
1246,Bachelors,2016,Bangalore,3,28,Male,No,5,False
1247,PHD,2013,New Delhi,3,24,Male,No,2,False
1248,Bachelors,2014,Bangalore,3,26,Male,Yes,4,False
1249,Bachelors,2015,Pune,2,26,Female,Yes,4,True
1250,Bachelors,2017,Bangalore,3,27,Male,Yes,5,False
1251,Bachelors,2014,New Delhi,3,26,Male,No,4,False
1252,Masters,2013,Bangalore,3,27,Male,No,5,True
1253,Bachelors,2016,Pune,3,24,Male,Yes,2,False
1254,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1255,Bachelors,2013,Pune,2,28,Female,No,2,True
1256,Masters,2017,Bangalore,2,24,Male,No,2,True
1257,Masters,2017,New Delhi,2,24,Male,No,2,True
1258,Masters,2015,Pune,2,24,Female,No,2,True
1259,Bachelors,2014,Pune,3,26,Male,No,4,False
1260,Bachelors,2016,Pune,2,27,Female,No,5,True
1261,Bachelors,2017,Bangalore,3,25,Male,No,3,False
1262,Masters,2017,New Delhi,2,26,Female,No,4,False
1263,Bachelors,2016,Bangalore,1,25,Female,No,3,False
1264,PHD,2014,Bangalore,1,25,Female,No,3,False
1265,Bachelors,2013,Bangalore,3,25,Female,No,3,False
1266,Bachelors,2014,New Delhi,3,24,Male,No,2,False
1267,Bachelors,2015,Pune,2,28,Female,Yes,2,True
1268,Bachelors,2014,New Delhi,3,28,Male,No,5,False
1269,Bachelors,2015,Bangalore,3,26,Male,No,4,False
1270,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1271,Bachelors,2018,Pune,3,26,Male,No,4,True
1272,Masters,2015,Pune,2,28,Female,No,2,False
1273,Masters,2013,New Delhi,3,28,Male,No,2,True
1274,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1275,Masters,2015,New Delhi,2,26,Female,No,4,False
1276,Bachelors,2016,New Delhi,3,27,Male,No,5,False
1277,Bachelors,2014,Bangalore,3,24,Female,No,2,False
1278,Masters,2017,Pune,3,24,Female,No,2,False
1279,Bachelors,2014,Pune,3,25,Female,No,3,True
1280,Bachelors,2015,Pune,3,27,Female,No,5,True
1281,Bachelors,2017,New Delhi,2,28,Male,No,0,False
1282,Bachelors,2017,New Delhi,3,25,Female,No,3,False
1283,Bachelors,2012,Pune,3,24,Male,No,2,True
1284,Masters,2016,New Delhi,3,25,Male,No,3,True
1285,Bachelors,2015,Pune,2,26,Female,No,4,True
1286,Masters,2014,New Delhi,3,27,Male,No,5,False
1287,Bachelors,2015,Bangalore,3,24,Female,No,2,True
1288,Bachelors,2014,New Delhi,3,25,Male,No,3,False
1289,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1290,Bachelors,2017,New Delhi,3,24,Female,No,2,True
1291,Bachelors,2012,Bangalore,3,28,Male,No,1,False
1292,Bachelors,2014,Bangalore,1,26,Male,No,4,False
1293,Bachelors,2017,Bangalore,3,28,Male,Yes,3,False
1294,Bachelors,2015,Pune,1,25,Female,No,3,True
1295,Bachelors,2015,Pune,2,24,Female,Yes,2,True
1296,Bachelors,2017,Pune,2,26,Male,No,4,False
1297,Bachelors,2015,Bangalore,3,28,Male,No,0,False
1298,Bachelors,2016,Bangalore,3,28,Male,No,2,False
1299,Bachelors,2013,Pune,3,28,Female,Yes,3,True
1300,Bachelors,2017,Bangalore,3,27,Male,No,5,False
1301,Masters,2015,New Delhi,3,25,Male,No,3,False
1302,Bachelors,2012,New Delhi,3,28,Female,No,4,False
1303,Bachelors,2012,Bangalore,3,26,Male,No,4,False
1304,Bachelors,2012,Bangalore,3,25,Male,No,3,False
1305,Masters,2017,New Delhi,3,25,Male,No,3,True
1306,Bachelors,2017,Bangalore,3,25,Male,No,3,False
1307,Bachelors,2012,Bangalore,3,26,Female,No,4,False
1308,Bachelors,2017,Bangalore,3,26,Female,No,4,False
1309,Masters,2017,New Delhi,2,25,Male,Yes,3,True
1310,Bachelors,2015,Bangalore,3,25,Male,No,3,False
1311,Bachelors,2013,Bangalore,3,26,Female,No,4,False
1312,Bachelors,2017,Pune,3,25,Female,No,3,True
1313,Bachelors,2014,New Delhi,3,28,Female,Yes,2,False
1314,Bachelors,2016,Bangalore,3,27,Female,No,5,False
1315,Bachelors,2018,Bangalore,3,25,Male,No,3,True
1316,Bachelors,2012,Bangalore,3,27,Female,Yes,5,False
1317,Bachelors,2017,New Delhi,3,27,Female,No,5,False
1318,Bachelors,2016,Bangalore,2,25,Male,No,3,True
1319,Bachelors,2016,Bangalore,3,28,Female,No,4,False
1320,Bachelors,2017,New Delhi,2,27,Male,No,5,False
1321,Bachelors,2016,Bangalore,3,24,Female,No,2,False
1322,Bachelors,2013,Bangalore,3,25,Male,No,3,False
1323,Bachelors,2017,New Delhi,2,25,Female,No,3,False
1324,Bachelors,2015,Pune,3,24,Male,No,2,False
1325,Bachelors,2012,New Delhi,3,25,Female,No,3,False
1326,PHD,2017,New Delhi,3,27,Female,No,5,False
1327,Bachelors,2014,Bangalore,3,25,Female,No,3,True
1328,Masters,2017,Bangalore,3,28,Male,No,2,False
1329,Bachelors,2016,Pune,3,25,Male,No,3,False
1330,Bachelors,2014,Bangalore,3,25,Male,Yes,3,False
1331,Bachelors,2012,New Delhi,3,27,Male,No,5,False
1332,Bachelors,2012,Pune,3,25,Female,No,3,True
1333,Masters,2015,New Delhi,3,27,Female,No,5,False
1334,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1335,Bachelors,2015,Pune,2,27,Female,No,5,True
1336,Bachelors,2014,Bangalore,3,25,Male,No,3,True
1337,Bachelors,2015,Bangalore,3,25,Male,No,3,False
1338,Bachelors,2018,New Delhi,3,26,Female,No,4,True
1339,Bachelors,2017,Pune,2,26,Female,No,4,True
1340,Bachelors,2014,Pune,2,24,Female,No,2,True
1341,Bachelors,2013,Bangalore,3,27,Male,No,5,False
1342,Bachelors,2017,New Delhi,2,27,Male,No,5,False
1343,PHD,2012,New Delhi,3,28,Female,No,1,False
1344,Masters,2012,New Delhi,3,26,Female,No,4,True
1345,Bachelors,2014,Bangalore,3,27,Male,No,5,False
1346,Bachelors,2013,Bangalore,3,28,Female,No,0,True
1347,Bachelors,2014,Pune,3,26,Male,No,4,False
1348,Bachelors,2016,Pune,2,24,Female,No,2,True
1349,Bachelors,2015,Bangalore,1,24,Female,No,2,True
1350,Bachelors,2012,Bangalore,3,26,Female,No,4,False
1351,Masters,2014,Pune,3,27,Male,No,5,False
1352,Masters,2017,New Delhi,2,27,Male,No,5,True
1353,Masters,2017,New Delhi,1,25,Female,No,3,False
1354,Masters,2012,Pune,3,28,Male,No,0,True
1355,Masters,2012,New Delhi,3,28,Male,No,2,True
1356,Masters,2013,New Delhi,2,24,Male,No,2,True
1357,Bachelors,2015,Pune,3,25,Female,No,3,True
1358,Masters,2017,New Delhi,3,28,Male,No,5,False
1359,Bachelors,2013,Bangalore,3,24,Male,No,2,False
1360,Masters,2015,Bangalore,3,28,Male,No,1,True
1361,Bachelors,2018,Bangalore,3,27,Female,Yes,5,True
1362,Bachelors,2015,Bangalore,3,24,Male,No,2,True
1363,Bachelors,2014,Pune,3,26,Male,No,4,False
1364,Bachelors,2013,New Delhi,3,25,Female,No,3,False
1365,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1366,Bachelors,2018,New Delhi,3,28,Female,No,0,True
1367,Bachelors,2013,Bangalore,3,25,Female,No,3,False
1368,PHD,2012,Pune,3,27,Male,No,5,False
1369,Bachelors,2013,Bangalore,3,24,Male,No,2,False
1370,Bachelors,2013,Bangalore,3,28,Female,No,3,False
1371,Bachelors,2015,Pune,3,24,Male,No,2,False
1372,Bachelors,2013,Pune,3,27,Male,No,5,False
1373,Bachelors,2012,New Delhi,3,27,Male,No,5,False
1374,Bachelors,2018,Bangalore,3,26,Female,Yes,4,True
1375,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1376,Bachelors,2015,Pune,2,24,Female,No,2,True
1377,Bachelors,2016,Bangalore,3,24,Male,No,2,False
1378,PHD,2018,Bangalore,3,27,Female,No,5,True
1379,Bachelors,2015,Bangalore,3,26,Male,No,4,False
1380,Bachelors,2015,New Delhi,1,26,Female,No,4,True
1381,Bachelors,2015,Pune,2,24,Female,No,2,True
1382,Bachelors,2013,Pune,3,27,Male,No,5,False
1383,PHD,2016,New Delhi,3,24,Female,No,2,False
1384,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1385,Bachelors,2015,Bangalore,3,28,Male,No,5,False
1386,Bachelors,2015,Bangalore,3,26,Female,No,4,False
1387,Bachelors,2016,Bangalore,3,27,Female,No,5,False
1388,Bachelors,2017,Pune,3,25,Female,No,3,True
1389,Masters,2017,New Delhi,2,26,Male,No,4,True
1390,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1391,Bachelors,2014,Bangalore,3,26,Female,No,4,True
1392,Bachelors,2015,Pune,2,25,Female,No,3,True
1393,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1394,Bachelors,2017,Pune,2,28,Male,No,1,True
1395,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1396,Bachelors,2013,Bangalore,3,27,Male,No,5,False
1397,PHD,2013,Bangalore,3,26,Male,No,4,False
1398,Bachelors,2013,New Delhi,3,25,Female,Yes,3,True
1399,Bachelors,2017,Bangalore,1,28,Female,No,3,False
1400,Bachelors,2014,Bangalore,3,26,Male,No,4,False
1401,Bachelors,2015,New Delhi,3,27,Male,No,5,False
1402,Masters,2013,Pune,2,28,Male,No,2,True
1403,Bachelors,2013,New Delhi,3,25,Female,Yes,3,True
1404,Masters,2017,New Delhi,2,26,Male,No,4,False
1405,Masters,2016,New Delhi,3,25,Male,No,3,False
1406,Bachelors,2017,Bangalore,3,28,Female,Yes,5,False
1407,Masters,2017,New Delhi,2,28,Female,No,2,False
1408,Bachelors,2012,Bangalore,1,27,Male,No,5,True
1409,Bachelors,2018,Bangalore,3,27,Male,No,5,True
1410,Bachelors,2016,Bangalore,3,24,Female,No,2,False
1411,Bachelors,2017,Pune,3,26,Male,No,4,False
1412,Bachelors,2017,New Delhi,3,25,Female,No,3,False
1413,Bachelors,2015,Pune,3,28,Female,Yes,5,True
1414,Bachelors,2015,Bangalore,3,26,Male,No,4,True
1415,Masters,2015,Pune,2,26,Female,Yes,4,True
1416,Masters,2015,Pune,3,25,Male,No,3,True
1417,Bachelors,2016,Pune,3,27,Female,No,5,True
1418,Bachelors,2013,Bangalore,3,25,Male,No,3,False
1419,Bachelors,2018,Pune,3,26,Male,Yes,4,True
1420,Bachelors,2014,Bangalore,3,27,Female,No,5,False
1421,Bachelors,2017,Bangalore,1,25,Male,No,3,False
1422,Bachelors,2015,New Delhi,3,26,Male,No,4,False
1423,Bachelors,2015,Pune,3,24,Female,No,2,True
1424,Bachelors,2015,Bangalore,3,28,Male,No,2,False
1425,Bachelors,2014,Pune,2,26,Female,No,4,True
1426,Bachelors,2017,Bangalore,3,27,Male,No,5,True
1427,Bachelors,2014,Bangalore,3,26,Male,No,4,False
1428,Bachelors,2018,New Delhi,3,28,Female,No,5,True
1429,Bachelors,2015,Bangalore,3,28,Male,No,0,True
1430,Bachelors,2016,New Delhi,3,28,Female,No,3,False
1431,Bachelors,2017,Bangalore,3,25,Male,No,3,False
1432,Bachelors,2015,Pune,3,24,Female,No,2,True
1433,Masters,2018,New Delhi,3,28,Male,No,2,True
1434,Bachelors,2015,Bangalore,3,27,Female,No,5,False
1435,Bachelors,2017,Bangalore,3,24,Male,No,2,True
1436,Bachelors,2017,New Delhi,2,28,Female,No,0,False
1437,Bachelors,2015,Bangalore,3,25,Male,No,3,False
1438,Bachelors,2012,Bangalore,3,28,Male,No,2,False
1439,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1440,Bachelors,2016,Bangalore,1,24,Male,No,2,False
1441,Bachelors,2016,Pune,3,27,Male,No,5,False
1442,Bachelors,2013,Pune,3,24,Male,No,2,False
1443,Masters,2017,Pune,2,26,Female,No,4,True
1444,Bachelors,2017,New Delhi,3,26,Male,No,4,False
1445,Bachelors,2018,Pune,3,25,Female,No,3,True
1446,Bachelors,2018,Bangalore,3,24,Male,No,2,True
1447,Bachelors,2015,Pune,3,24,Male,Yes,2,False
1448,Bachelors,2013,Bangalore,3,24,Female,No,2,True
1449,Bachelors,2013,Pune,2,28,Male,Yes,0,True
1450,Bachelors,2018,Bangalore,3,24,Male,No,2,True
1451,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1452,Bachelors,2016,Bangalore,3,28,Female,No,5,False
1453,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1454,Bachelors,2014,Bangalore,3,26,Female,No,4,False
1455,Masters,2017,Bangalore,2,28,Male,No,2,False
1456,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1457,Bachelors,2016,Bangalore,3,27,Female,No,5,False
1458,Masters,2018,Bangalore,3,28,Male,No,2,True
1459,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1460,Bachelors,2012,Pune,3,24,Male,No,2,False
1461,Bachelors,2016,New Delhi,3,28,Male,No,0,False
1462,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1463,Bachelors,2014,Bangalore,3,27,Male,No,5,False
1464,Bachelors,2017,Bangalore,3,24,Male,No,2,True
1465,Bachelors,2012,Bangalore,1,27,Male,No,5,False
1466,Bachelors,2017,Bangalore,3,28,Female,No,5,False
1467,Bachelors,2014,Pune,3,25,Male,No,3,False
1468,Bachelors,2015,Pune,3,25,Male,No,3,False
1469,Bachelors,2017,Pune,2,28,Male,No,0,True
1470,Bachelors,2015,Pune,2,26,Female,No,4,True
1471,Bachelors,2015,Pune,2,27,Female,No,5,True
1472,Bachelors,2015,Pune,3,26,Female,No,4,True
1473,Bachelors,2015,Bangalore,2,28,Female,No,3,True
1474,Bachelors,2012,Pune,3,25,Male,No,3,False
1475,Bachelors,2013,Bangalore,3,25,Male,Yes,3,True
1476,Bachelors,2016,New Delhi,3,26,Male,No,4,False
1477,PHD,2018,New Delhi,3,24,Female,No,2,True
1478,Bachelors,2014,Bangalore,3,27,Female,No,5,False
1479,Masters,2017,New Delhi,2,26,Male,Yes,4,True
1480,Bachelors,2015,Pune,2,27,Female,No,5,True
1481,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1482,Masters,2017,Pune,2,25,Female,No,3,False
1483,Bachelors,2017,New Delhi,3,28,Female,No,2,False
1484,Bachelors,2014,Bangalore,3,27,Male,Yes,5,False
1485,Bachelors,2012,Bangalore,3,24,Male,No,2,False
1486,Bachelors,2018,Pune,3,24,Male,No,2,True
1487,Bachelors,2015,Bangalore,3,27,Female,Yes,5,True
1488,Bachelors,2015,New Delhi,3,28,Female,No,3,False
1489,Bachelors,2015,Pune,3,27,Female,No,5,True
1490,Bachelors,2015,Bangalore,3,28,Male,No,5,False
1491,Bachelors,2015,New Delhi,2,27,Female,Yes,5,True
1492,Bachelors,2016,Bangalore,3,27,Male,No,5,False
1493,Masters,2017,New Delhi,3,27,Female,No,5,True
1494,Bachelors,2017,Pune,2,26,Female,No,4,True
1495,Bachelors,2015,Pune,3,27,Female,No,5,True
1496,Bachelors,2018,Pune,3,27,Female,No,5,True
1497,Bachelors,2012,Bangalore,3,25,Male,No,3,False
1498,Bachelors,2017,Bangalore,3,25,Male,No,3,False
1499,PHD,2013,New Delhi,3,27,Female,No,5,True
1500,Bachelors,2016,Bangalore,3,28,Male,No,2,False
1501,Bachelors,2012,Bangalore,3,25,Female,Yes,3,False
1502,Bachelors,2015,Bangalore,3,27,Male,No,5,False
1503,Bachelors,2016,Pune,2,24,Female,No,2,True
1504,Bachelors,2016,Bangalore,3,26,Male,No,4,True
1505,Bachelors,2014,Pune,3,27,Male,Yes,5,False
1506,Bachelors,2013,Bangalore,3,24,Male,Yes,2,False
1507,Bachelors,2017,Bangalore,3,25,Male,No,3,True
1508,Bachelors,2017,Pune,2,24,Female,No,2,True
1509,Bachelors,2013,Bangalore,3,27,Male,No,5,False
1510,Masters,2013,Bangalore,3,26,Female,No,4,True
1511,Bachelors,2012,Pune,3,25,Female,No,3,True
1512,Bachelors,2015,New Delhi,3,28,Female,No,2,False
1513,Masters,2017,New Delhi,2,24,Female,No,2,False
1514,Masters,2013,New Delhi,3,26,Male,No,4,True
1515,Bachelors,2014,Bangalore,3,26,Male,No,4,False
1516,PHD,2016,New Delhi,3,24,Female,No,2,False
1517,Bachelors,2017,New Delhi,3,26,Male,No,4,False
1518,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1519,Bachelors,2014,Bangalore,3,27,Male,No,5,False
1520,Bachelors,2017,New Delhi,3,28,Female,No,0,False
1521,PHD,2016,New Delhi,3,27,Female,No,5,False
1522,Masters,2014,Bangalore,3,28,Female,No,4,True
1523,Bachelors,2014,Bangalore,3,28,Female,No,2,False
1524,Bachelors,2017,Bangalore,3,24,Female,No,2,False
1525,Masters,2015,New Delhi,3,28,Male,No,0,False
1526,Bachelors,2015,Pune,2,25,Female,No,3,True
1527,Masters,2017,Pune,2,27,Male,No,5,True
1528,Bachelors,2014,Pune,2,25,Female,No,3,True
1529,Bachelors,2015,Pune,2,28,Female,Yes,2,True
1530,Bachelors,2013,Pune,3,25,Male,No,3,False
1531,Bachelors,2013,Pune,1,26,Female,No,4,True
1532,Bachelors,2012,Pune,2,27,Female,No,5,True
1533,Masters,2017,New Delhi,3,28,Male,No,0,False
1534,Bachelors,2012,Bangalore,3,28,Female,No,1,False
1535,Bachelors,2015,Pune,2,25,Female,Yes,3,True
1536,Bachelors,2015,Bangalore,3,26,Male,No,4,False
1537,Bachelors,2015,Bangalore,3,24,Female,No,2,False
1538,Bachelors,2018,New Delhi,3,24,Female,No,2,True
1539,Bachelors,2017,New Delhi,3,27,Female,Yes,5,False
1540,PHD,2012,Pune,3,27,Male,No,5,False
1541,Bachelors,2012,Bangalore,3,26,Male,No,4,False
1542,Bachelors,2013,Bangalore,3,25,Male,No,3,True
1543,Bachelors,2015,New Delhi,3,24,Female,No,2,False
1544,Bachelors,2013,Pune,3,24,Female,No,2,False
1545,Bachelors,2016,Pune,3,24,Male,No,2,False
1546,Bachelors,2018,Pune,3,24,Male,Yes,2,True
1547,Bachelors,2015,Bangalore,3,27,Female,Yes,5,True
1548,Bachelors,2018,Bangalore,3,26,Male,No,4,True
1549,Bachelors,2012,Pune,3,24,Female,No,2,True
1550,Masters,2017,New Delhi,3,27,Male,No,5,True
1551,Bachelors,2012,Bangalore,3,26,Male,No,4,False
1552,Bachelors,2013,Bangalore,3,27,Male,No,5,False
1553,Bachelors,2015,New Delhi,3,25,Female,No,3,False
1554,Bachelors,2018,Bangalore,3,24,Female,No,2,True
1555,Bachelors,2014,Bangalore,3,28,Male,No,4,False
1556,Bachelors,2013,Pune,1,26,Female,No,4,True
1557,Bachelors,2015,Bangalore,3,27,Male,No,5,False
1558,Bachelors,2013,Bangalore,3,24,Male,No,2,False
1559,Bachelors,2016,Bangalore,3,26,Male,No,4,True
1560,Bachelors,2013,Bangalore,3,25,Female,No,3,True
1561,Bachelors,2016,Bangalore,3,27,Male,Yes,5,False
1562,Bachelors,2017,Pune,3,26,Male,No,4,False
